,학년,반,이수구분,영역,수업번호,학수번호,(변경전)교과목명,교과목명,과목안내,공학인증구분,교강사,학점,강의,실습,강좌유형,수강정원,수업시간,강의실,이수제한여부,과목상세정보,설강학과,권장학과,과목정보
3992,1,1,교양필수,영역없음,24555,CUL2100,,아카데믹글쓰기,,Y,학사,곽도연,2,0,일반,30,월(09:00-11:00), 비지정(ERICA),O,SMART-L,건축학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24555
3993,1,1,교양필수,영역없음,24555,CUL2100,,아카데믹글쓰기,,Y,학사,곽도연,2,0,일반,30,월(09:00-11:00), 비지정(ERICA),O,SMART-L,산업경영공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24555
3994,1,1,교양필수,영역없음,24556,CUL2100,,아카데믹글쓰기,,Y,학사,조은정,2,0,일반,30,월(09:00-11:00), 비지정(ERICA),O,SMART-L,건축학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24556
3995,1,1,교양필수,영역없음,24557,CUL2100,,아카데믹글쓰기,,Y,학사,김양희,2,0,일반,30,월(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24557
3996,1,3,교양필수,영역없음,24557,CUL2100,,아카데믹글쓰기,,Y,학사,김양희,2,0,일반,30,월(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24557
3997,1,1,교양필수,영역없음,24557,CUL2100,,아카데믹글쓰기,,Y,학사,김양희,2,0,일반,30,월(11:00-13:00), 비지정(ERICA),O,SMART-L,로봇공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24557
3998,1,1,교양필수,영역없음,24557,CUL2100,,아카데믹글쓰기,,Y,학사,김양희,2,0,일반,30,월(11:00-13:00), 비지정(ERICA),O,SMART-L,국방정보공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24557
3999,1,1,교양필수,영역없음,24558,CUL2100,,아카데믹글쓰기,,Y,학사,곽도연,2,0,일반,30,월(11:00-13:00), 비지정(ERICA),O,SMART-L,교통·물류공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24558
4000,1,1,교양필수,영역없음,24558,CUL2100,,아카데믹글쓰기,,Y,학사,곽도연,2,0,일반,30,월(11:00-13:00), 비지정(ERICA),O,SMART-L,로봇공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24558
4001,1,2,교양필수,영역없음,24558,CUL2100,,아카데믹글쓰기,,Y,학사,곽도연,2,0,일반,30,월(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24558
4002,1,4,교양필수,영역없음,24559,CUL2100,,아카데믹글쓰기,,Y,학사,주영아,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24559
4003,1,1,교양필수,영역없음,24559,CUL2100,,아카데믹글쓰기,,Y,학사,주영아,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,교통·물류공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24559
4004,1,1,교양필수,영역없음,24559,CUL2100,,아카데믹글쓰기,,Y,학사,주영아,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24559
4005,1,3,교양필수,영역없음,24559,CUL2100,,아카데믹글쓰기,,Y,학사,주영아,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24559
4006,1,1,교양필수,영역없음,24560,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,국방정보공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24560
4007,1,1,교양필수,영역없음,24560,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24560
4008,1,3,교양필수,영역없음,24560,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24560
4009,1,1,교양필수,영역없음,24561,CUL2100,,아카데믹글쓰기,,Y,학사,이명연,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24561
4010,1,3,교양필수,영역없음,24561,CUL2100,,아카데믹글쓰기,,Y,학사,이명연,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24561
4011,1,1,교양필수,영역없음,24561,CUL2100,,아카데믹글쓰기,,Y,학사,이명연,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,교통·물류공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24561
4012,1,1,교양필수,영역없음,24561,CUL2100,,아카데믹글쓰기,,Y,학사,이명연,2,0,일반,30,목(11:00-13:00), 비지정(ERICA),O,SMART-L,로봇공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24561
4013,1,1,교양필수,영역없음,24562,CUL2100,,아카데믹글쓰기,,Y,학사,정갑준,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,로봇공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24562
4014,1,3,교양필수,영역없음,24562,CUL2100,,아카데믹글쓰기,,Y,학사,정갑준,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24562
4015,1,1,교양필수,영역없음,24562,CUL2100,,아카데믹글쓰기,,Y,학사,정갑준,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24562
4016,1,1,교양필수,영역없음,24563,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24563
4017,1,3,교양필수,영역없음,24563,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24563
4018,1,1,교양필수,영역없음,24563,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,국방정보공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24563
4019,1,1,교양필수,영역없음,24563,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,교통·물류공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24563
4020,1,1,교양필수,영역없음,24564,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,로봇공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24564
4021,1,1,교양필수,영역없음,24564,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,국방정보공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24564
4022,1,2,교양필수,영역없음,24564,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,30,금(11:00-13:00), 비지정(ERICA),O,SMART-L,전자공학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24564
4023,1,2,교양필수,영역없음,24565,CUL2100,,아카데믹글쓰기,,Y,학사,김양희,2,0,일반,30,화(09:00-11:00), 비지정(ERICA),O,SMART-L,재료화학공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24565
4024,1,1,교양필수,영역없음,24565,CUL2100,,아카데믹글쓰기,,Y,학사,김양희,2,0,일반,30,화(09:00-11:00), 비지정(ERICA),O,SMART-L,건설환경공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24565
4025,1,1,교양필수,영역없음,24566,CUL2100,,아카데믹글쓰기,,Y,학사,백인덕,2,0,일반,30,화(09:00-11:00), 비지정(ERICA),O,SMART-L,재료화학공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24566
4026,1,2,교양필수,영역없음,24567,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,30,수(09:00-11:00), 비지정(ERICA),O,SMART-L,재료화학공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24567
4027,1,1,교양필수,영역없음,24567,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,30,수(09:00-11:00), 비지정(ERICA),O,SMART-L,건설환경공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24567
4028,1,2,교양필수,영역없음,24568,CUL2100,,아카데믹글쓰기,,Y,학사,조은정,2,0,일반,30,수(09:00-11:00), 비지정(ERICA),O,SMART-L,재료화학공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24568
4029,1,1,교양필수,영역없음,24569,CUL2100,,아카데믹글쓰기,,Y,학사,김양희,2,0,일반,30,화(11:00-13:00), 비지정(ERICA),O,SMART-L,생명나노공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24569
4030,1,1,교양필수,영역없음,24569,CUL2100,,아카데믹글쓰기,,Y,학사,김양희,2,0,일반,30,화(11:00-13:00), 비지정(ERICA),O,SMART-L,기계공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24569
4031,1,1,교양필수,영역없음,24570,CUL2100,,아카데믹글쓰기,,Y,학사,이동재,2,0,일반,30,화(11:00-13:00), 비지정(ERICA),O,SMART-L,기계공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24570
4032,1,1,교양필수,영역없음,24571,CUL2100,,아카데믹글쓰기,,Y,학사,백인덕,2,0,일반,30,수(11:00-13:00), 비지정(ERICA),O,SMART-L,기계공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24571
4033,1,2,교양필수,영역없음,24571,CUL2100,,아카데믹글쓰기,,Y,학사,백인덕,2,0,일반,30,수(11:00-13:00), 비지정(ERICA),O,SMART-L,기계공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24571
4034,1,1,교양필수,영역없음,24572,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,30,수(11:00-13:00), 비지정(ERICA),O,SMART-L,생명나노공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24572
4035,1,1,교양필수,영역없음,24573,CUL2100,,아카데믹글쓰기,,Y,학사,박성광,2,0,일반,32,수(09:00-11:00),ERICA 체육관 205 강의실,O,SMART-L,스포츠과학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24573
4036,1,1,교양필수,영역없음,24573,CUL2100,,아카데믹글쓰기,,Y,학사,박성광,2,0,일반,32,수(09:00-11:00),ERICA 체육관 205 강의실,O,SMART-L,무용예술학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24573
4037,1,1,교양필수,영역없음,24573,CUL2100,,아카데믹글쓰기,,Y,학사,박성광,2,0,일반,32,수(09:00-11:00),ERICA 체육관 205 강의실,O,SMART-L,실용음악학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24573
4038,1,1,교양필수,영역없음,24574,CUL2100,,아카데믹글쓰기,,Y,학사,최서진,2,0,일반,32,수(11:00-13:00),ERICA 체육관 205 강의실,O,SMART-L,무용예술학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24574
4039,1,1,교양필수,영역없음,24574,CUL2100,,아카데믹글쓰기,,Y,학사,최서진,2,0,일반,32,수(11:00-13:00),ERICA 체육관 205 강의실,O,SMART-L,스포츠과학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24574
4040,1,3,교양필수,영역없음,24575,CUL2100,,아카데믹글쓰기,,Y,학사,백경선,2,0,일반,32,수(11:00-13:00),ERICA 체육관 202 강의실,O,SMART-L,스포츠과학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24575
4041,1,2,교양필수,영역없음,24575,CUL2100,,아카데믹글쓰기,,Y,학사,백경선,2,0,일반,32,수(11:00-13:00),ERICA 체육관 202 강의실,O,SMART-L,스포츠과학부,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24575
4042,1,1,교양필수,영역없음,24575,CUL2100,,아카데믹글쓰기,,Y,학사,백경선,2,0,일반,32,수(11:00-13:00),ERICA 체육관 202 강의실,O,SMART-L,무용예술학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24575
4043,1,1,교양필수,영역없음,24576,CUL2100,,아카데믹글쓰기,,Y,학사,최서진,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 413 강의실,O,SMART-L,응용물리학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24576
4044,1,1,교양필수,영역없음,24576,CUL2100,,아카데믹글쓰기,,Y,학사,최서진,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 413 강의실,O,SMART-L,해양융합공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24576
4045,1,1,교양필수,영역없음,24576,CUL2100,,아카데믹글쓰기,,Y,학사,최서진,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 413 강의실,O,SMART-L,나노광전자학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24576
4046,1,1,교양필수,영역없음,24577,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 세미나실1,O,SMART-L,해양융합공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24577
4047,1,1,교양필수,영역없음,24577,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 세미나실1,O,SMART-L,분자생명과학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24577
4048,1,1,교양필수,영역없음,24577,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 세미나실1,O,SMART-L,나노광전자학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24577
4049,1,1,교양필수,영역없음,24578,CUL2100,,아카데믹글쓰기,,Y,학사,주영아,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 305 강의실,O,SMART-L,해양융합공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24578
4050,1,1,교양필수,영역없음,24578,CUL2100,,아카데믹글쓰기,,Y,학사,주영아,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 305 강의실,O,SMART-L,화학분자공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24578
4051,1,1,교양필수,영역없음,24578,CUL2100,,아카데믹글쓰기,,Y,학사,주영아,2,0,일반,32,목(09:00-11:00),ERICA 제2과학기술관 305 강의실,O,SMART-L,응용수학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24578
4052,1,1,교양필수,영역없음,24579,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 304 강의실,O,SMART-L,화학분자공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24579
4053,1,1,교양필수,영역없음,24579,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 304 강의실,O,SMART-L,응용수학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24579
4054,1,1,교양필수,영역없음,24579,CUL2100,,아카데믹글쓰기,,Y,학사,김태경,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 304 강의실,O,SMART-L,분자생명과학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24579
4055,1,1,교양필수,영역없음,24580,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 206 강의실,O,SMART-L,화학분자공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24580
4056,1,1,교양필수,영역없음,24580,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 206 강의실,O,SMART-L,응용수학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24580
4057,1,1,교양필수,영역없음,24580,CUL2100,,아카데믹글쓰기,,Y,학사,강경화,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 206 강의실,O,SMART-L,해양융합공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24580
4058,1,1,교양필수,영역없음,24581,CUL2100,,아카데믹글쓰기,,Y,학사,정갑준,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 307 강의실,O,SMART-L,화학분자공학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24581
4059,1,1,교양필수,영역없음,24581,CUL2100,,아카데믹글쓰기,,Y,학사,정갑준,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 307 강의실,O,SMART-L,응용수학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24581
4060,1,1,교양필수,영역없음,24581,CUL2100,,아카데믹글쓰기,,Y,학사,정갑준,2,0,일반,32,금(09:00-11:00),ERICA 제2과학기술관 307 강의실,O,SMART-L,분자생명과학과,창의융합교육원(국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24581
4061,1,2,교양필수,영역없음,24582,GEN1042,,초급중국어,,N,학사,정민경,2,0,일반,30,월(09:00-11:00),ERICA 언론정보관 304강의실,O,SMART-L,광고홍보학과,창의융합교육원(중국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24582
4062,1,2,교양필수,영역없음,24583,GEN1042,,초급중국어,,N,학사,이승희,2,0,일반,30,월(11:00-13:00),ERICA 언론정보관 303강의실,O,SMART-L,광고홍보학과,창의융합교육원(중국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24583
4063,1,1,교양필수,영역없음,24583,GEN1042,,초급중국어,,N,학사,이승희,2,0,일반,30,월(11:00-13:00),ERICA 언론정보관 303강의실,O,SMART-L,정보사회미디어학과,창의융합교육원(중국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24583
4064,1,2,교양필수,영역없음,24584,GEN1042,,초급중국어,,N,학사,정민경,2,0,일반,30,월(11:00-13:00),ERICA 언론정보관 304강의실,O,SMART-L,광고홍보학과,창의융합교육원(중국어교육위원회),https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24584
